-1	0.70213	1.1634
-1	0.7234	1.1996
-1	0.74468	1.2395
-1	0.76596	1.2829
-1	0.78723	1.33
-1	0.80851	1.3807
-1	0.82979	1.435
-1	0.85106	1.493
-1	0.87234	1.5545
-1	0.89362	1.6197
-1	0.91489	1.6885
-1	0.93617	1.761
-1	0.95745	1.837
-1	0.97872	1.9167
-1	1	2
-0.97872	-1	10.084
-0.97872	-0.97872	9.8307
-0.97872	-0.95745	9.5808
-0.97872	-0.93617	9.3345
-0.97872	-0.91489	9.0919
-0.97872	-0.89362	8.8529
-0.97872	-0.87234	8.6175
-0.97872	-0.85106	8.3857
-0.97872	-0.82979	8.1575
-0.97872	-0.80851	7.933
-0.97872	-0.78723	7.7121
-0.97872	-0.76596	7.4948
-0.97872	-0.74468	7.2811
-0.97872	-0.7234	7.0711
-0.97872	-0.70213	6.8646
-0.97872	-0.68085	6.6618
-0.97872	-0.65957	6.4627
-0.97872	-0.6383	6.2671
-0.97872	-0.61702	6.0751
-0.97872	-0.59574	5.8868
-0.97872	-0.57447	5.7021
-0.97872	-0.55319	5.5211
-0.97872	-0.53191	5.3436
-0.97872	-0.51064	5.1698
-0.97872	-0.48936	4.9995
-0.97872	-0.46809	4.833
-0.97872	-0.44681	4.67
-0.97872	-0.42553	4.5106
-0.97872	-0.40426	4.3549
-0.97872	-0.38298	4.2028
-0.97872	-0.3617	4.0543
-0.97872	-0.34043	3.9095
-0.97872	-0.31915	3.7682
-0.97872	-0.29787	3.6306
-0.97872	-0.2766	3.4966
-0.97872	-0.25532	3.3662
-0.97872	-0.23404	3.2395
-0.97872	-0.21277	3.1163
-0.97872	-0.19149	2.9968
-0.97872	-0.17021	2.8809
-0.97872	-0.14894	2.7687
-0.97872	-0.12766	2.66
-0.97872	-0.10638	2.555
-0.97872	-0.085106	2.4536
-0.97872	-0.06383	2.3558
-0.97872	-0.042553	2.2617
-0.97872	-0.021277	2.1711
-0.97872	0	2.0842
-0.97872	0.021277	2.0009
-0.97872	0.042553	1.9212
-0.97872	0.06383	1.8452
-0.97872	0.085106	1.7727
-0.97872	0.10638	1.7039
-0.97872	0.12766	1.6388
-0.97872	0.14894	1.5772
-0.97872	0.17021	1.5192
-0.97872	0.19149	1.4649
-0.97872	0.21277	1.4142
-0.97872	0.23404	1.3671
-0.97872	0.25532	1.3237
-0.97872	0.2766	1.2838
-0.97872	0.29787	1.2476
-0.97872	0.31915	1.215
-0.97872	0.34043	1.1861
-0.97872	0.3617	1.1607
-0.97872	0.38298	1.139
-0.97872	0.40426	1.1209
-0.97872	0.42553	1.1064
-0.97872	0.44681	1.0955
-0.97872	0.46809	1.0883
-0.97872	0.48936	1.0847
-0.97872	0.51064	1.0847
-0.97872	0.53191	1.0883
-0.97872	0.55319	1.0955
-0.97872	0.57447	1.1064
-0.97872	0.59574	1.1209
-0.97872	0.61702	1.139
-0.97872	0.6383	1.1607
-0.97872	0.65957	1.1861
-0.97872	0.68085	1.215
-0.97872	0.70213	1.2476
-0.97872	0.7234	1.2838
-0.97872	0.74468	1.3237
-0.97872	0.76596	1.3671
-0.97872	0.78723	1.4142
-0.97872	0.80851	1.4649
-0.97872	0.82979	1.5192
-0.97872	0.85106	1.5772
-0.97872	0.87234	1.6388
-0.97872	0.89362	1.7039
-0.97872	0.91489	1.7727
-0.97872	0.93617	1.8452
-0.97872	0.95745	1.9212
-0.97872	0.97872	2.0009
-0.97872	1	2.0842
-0.95745	-1	10.167
-0.95745	-0.97872	9.9131
-0.95745	-0.95745	9.6632
-0.95745	-0.93617	9.4169
-0.95745	-0.91489	9.1743
-0.95745	-0.89362	8.9353
-0.95745	-0.87234	8.6999
-0.95745	-0.85106	8.4681
-0.95745	-0.82979	8.2399
-0.95745	-0.80851	8.0154
-0.95745	-0.78723	7.7945
-0.95745	-0.76596	7.5772
-0.95745	-0.74468	7.3635
-0.95745	-0.7234	7.1535
-0.95745	-0.70213	6.947
-0.95745	-0.68085	6.7442
-0.95745	-0.65957	6.545
-0.95745	-0.6383	6.3495
-0.95745	-0.61702	6.1575
-0.95745	-0.59574	5.9692
-0.95745	-0.57447	5.7845
-0.95745	-0.55319	5.6034
-0.95745	-0.53191	5.426
-0.95745	-0.51064	5.2522
-0.95745	-0.48936	5.0819
-0.95745	-0.46809	4.9153
-0.95745	-0.44681	4.7524
-0.95745	-0.42553	4.593
-0.95745	-0.40426	4.4373
-0.95745	-0.38298	4.2852
-0.95745	-0.3617	4.1367
-0.95745	-0.34043	3.9919
-0.95745	-0.31915	3.8506
-0.95745	-0.29787	3.713
-0.95745	-0.2766	3.579
-0.95745	-0.25532	3.4486
-0.95745	-0.23404	3.3219
-0.95745	-0.21277	3.1987
-0.95745	-0.19149	3.0792
-0.95745	-0.17021	2.9633
-0.95745	-0.14894	2.8511
-0.95745	-0.12766	2.7424
-0.95745	-0.10638	2.6374
-0.95745	-0.085106	2.536
-0.95745	-0.06383	2.4382
-0.95745	-0.042553	2.344
-0.95745	-0.021277	2.2535
-0.95745	0	2.1666
-0.95745	0.021277	2.0833
-0.95745	0.042553	2.0036
-0.95745	0.06383	1.9276
-0.95745	0.085106	1.8551
-0.95745	0.10638	1.7863
-0.95745	0.12766	1.7211
-0.95745	0.14894	1.6596
-0.95745	0.17021	1.6016
-0.95745	0.19149	1.5473
-0.95745	0.21277	1.4966
-0.95745	0.23404	1.4495
-0.95745	0.25532	1.4061
-0.95745	0.2766	1.3662
-0.95745	0.29787	1.33
-0.95745	0.31915	1.2974
-0.95745	0.34043	1.2684
-0.95745	0.3617	1.2431
-0.95745	0.38298	1.2214
-0.95745	0.40426	1.2033
-0.95745	0.42553	1.1888
-0.95745	0.44681	1.1779
-0.95745	0.46809	1.1707
-0.95745	0.48936	1.167
-0.95745	0.51064	1.167
-0.95745	0.53191	1.1707
-0.95745	0.55319	1.1779
-0.95745	0.57447	1.1888
-0.95745	0.59574	1.2033
-0.95745	0.61702	1.2214
-0.95745	0.6383	1.2431
-0.95745	0.65957	1.2684
-0.95745	0.68085	1.2974
-0.95745	0.70213	1.33
-0.95745	0.7234	1.3662
-0.95745	0.74468	1.4061
-0.95745	0.76596	1.4495
-0.95745	0.78723	1.4966
-0.95745	0.80851	1.5473
-0.95745	0.82979	1.6016
-0.95745	0.85106	1.6596
-0.95745	0.87234	1.7211
-0.95745	0.89362	1.7863
-0.95745	0.91489	1.8551
-0.95745	0.93617	1.9276
-0.95745	0.95745	2.0036
-0.95745	0.97872	2.0833
-0.95745	1	2.1666
-0.93617	-1	10.247
-0.93617	-0.97872	9.9937
-0.93617	-0.95745	9.7438
-0.93617	-0.93617	9.4975
-0.93617	-0.91489	9.2549
-0.93617	-0.89362	9.0158
-0.93617	-0.87234	8.7804
-0.93617	-0.85106	8.5487
-0.93617	-0.82979	8.3205
-0.93617	-0.80851	8.096
-0.93617	-0.78723	7.8751
-0.93617	-0.76596	7.6578
-0.93617	-0.74468	7.4441
-0.93617	-0.7234	7.234
-0.93617	-0.70213	7.0276
-0.93617	-0.68085	6.8248
-0.93617	-0.65957	6.6256
-0.93617	-0.6383	6.4301
-0.93617	-0.61702	6.2381
-0.93617	-0.59574	6.0498
-0.93617	-0.57447	5.8651
-0.93617	-0.55319	5.684
-0.93617	-0.53191	5.5066
-0.93617	-0.51064	5.3327
-0.93617	-0.48936	5.1625
-0.93617	-0.46809	4.9959
-0.93617	-0.44681	4.833
-0.93617	-0.42553	4.6736
-0.93617	-0.40426	4.5179
-0.93617	-0.38298	4.3658
-0.93617	-0.3617	4.2173
-0.93617	-0.34043	4.0724
-0.93617	-0.31915	3.9312
-0.93617	-0.29787	3.7936
-0.93617	-0.2766	3.6596
-0.93617	-0.25532	3.5292
-0.93617	-0.23404	3.4024
-0.93617	-0.21277	3.2793
-0.93617	-0.19149	3.1598
-0.93617	-0.17021	3.0439
-0.93617	-0.14894	2.9316
-0.93617	-0.12766	2.823
-0.93617	-0.10638	2.718
-0.93617	-0.085106	2.6166
-0.93617	-0.06383	2.5188
-0.93617	-0.042553	2.4246
-0.93617	-0.021277	2.3341
-0.93617	0	2.2472
-0.93617	0.021277	2.1639
-0.93617	0.042553	2.0842
-0.93617	0.06383	2.0081
-0.93617	0.085106	1.9357
-0.93617	0.10638	1.8669
-0.93617	0.12766	1.8017
-0.93617	0.14894	1.7402
-0.93617	0.17021	1.6822
-0.93617	0.19149	1.6279
-0.93617	0.21277	1.5772
-0.93617	0.23404	1.5301
-0.93617	0.25532	1.4866
-0.93617	0.2766	1.4468
-0.93617	0.29787	1.4106
-0.93617	0.31915	1.378
-0.93617	0.34043	1.349
-0.93617	0.3617	1.3237
-0.93617	0.38298	1.3019
-0.93617	0.40426	1.2838
-0.93617	0.42553	1.2694
-0.93617	0.44681	1.2585
-0.93617	0.46809	1.2512
-0.93617	0.48936	1.2476
-0.93617	0.51064	1.2476
-0.93617	0.53191	1.2512
-0.93617	0.55319	1.2585
-0.93617	0.57447	1.2694
-0.93617	0.59574	1.2838
-0.93617	0.61702	1.3019
-0.93617	0.6383	1.3237
-0.93617	0.65957	1.349
-0.93617	0.68085	1.378
-0.93617	0.70213	1.4106
-0.93617	0.7234	1.4468
-0.93617	0.74468	1.4866
-0.93617	0.76596	1.5301
-0.93617	0.78723	1.5772
-0.93617	0.80851	1.6279
-0.93617	0.82979	1.6822
-0.93617	0.85106	1.7402
-0.93617	0.87234	1.8017
-0.93617	0.89362	1.8669
-0.93617	0.91489	1.9357
-0.93617	0.93617	2.0081
-0.93617	0.95745	2.0842
-0.93617	0.97872	2.1639
-0.93617	1	2.2472
-0.91489	-1	10.326
-0.91489	-0.97872	10.072
-0.91489	-0.95745	9.8225
-0.91489	-0.93617	9.5763
-0.91489	-0.91489	9.3336
-0.91489	-0.89362	9.0946
-0.91489	-0.87234	8.8592
-0.91489	-0.85106	8.6274
-0.91489	-0.82979	8.3993
-0.91489	-0.80851	8.1747
-0.91489	-0.78723	7.9538
-0.91489	-0.76596	7.7365
-0.91489	-0.74468	7.5229
-0.91489	-0.7234	7.3128
-0.91489	-0.70213	7.1064
-0.91489	-0.68085	6.9036
-0.91489	-0.65957	6.7044
-0.91489	-0.6383	6.5088
-0.91489	-0.61702	6.3169
-0.91489	-0.59574	6.1286
-0.91489	-0.57447	5.9439
-0.91489	-0.55319	5.7628
-0.91489	-0.53191	5.5853
-0.91489	-0.51064	5.4115
-0.91489	-0.48936	5.2413
-0.91489	-0.46809	5.0747
-0.91489	-0.44681	4.9117
-0.91489	-0.42553	4.7524
-0.91489	-0.40426	4.5967
-0.91489	-0.38298	4.4445
-0.91489	-0.3617	4.2961
-0.91489	-0.34043	4.1512
-0.91489	-0.31915	4.01
-0.91489	-0.29787	3.8723
-0.91489	-0.2766	3.7383
-0.91489	-0.25532	3.608
-0.91489	-0.23404	3.4812
-0.91489	-0.21277	3.3581
-0.91489	-0.19149	3.2386
-0.91489	-0.17021	3.1227
-0.91489	-0.14894	3.0104
-0.91489	-0.12766	2.9018
-0.91489	-0.10638	2.7967
-0.91489	-0.085106	2.6953
-0.91489	-0.06383	2.5976
-0.91489	-0.042553	2.5034
-0.91489	-0.021277	2.4129
-0.91489	0	2.3259
-0.91489	0.021277	2.2426
-0.91489	0.042553	2.163
-0.91489	0.06383	2.0869
-0.91489	0.085106	2.0145
-0.91489	0.10638	1.9457
-0.91489	0.12766	1.8805
-0.91489	0.14894	1.8189
-0.91489	0.17021	1.761
-0.91489	0.19149	1.7067
-0.91489	0.21277	1.656
-0.91489	0.23404	1.6089
-0.91489	0.25532	1.5654
-0.91489	0.2766	1.5256
-0.91489	0.29787	1.4894
-0.91489	0.31915	1.4568
-0.91489	0.34043	1.4278
-0.91489	0.3617	1.4024
-0.91489	0.38298	1.3807
-0.91489	0.40426	1.3626
-0.91489	0.42553	1.3481
-0.91489	0.44681	1.3373
-0.91489	0.46809	1.33
-0.91489	0.48936	1.3264
-0.91489	0.51064	1.3264
-0.91489	0.53191	1.33
-0.91489	0.55319	1.3373
-0.91489	0.57447	1.3481
-0.91489	0.59574	1.3626
-0.91489	0.61702	1.3807
-0.91489	0.6383	1.4024
-0.91489	0.65957	1.4278
-0.91489	0.68085	1.4568
-0.91489	0.70213	1.4894
-0.91489	0.7234	1.5256
-0.91489	0.74468	1.5654
-0.91489	0.76596	1.6089
-0.91489	0.78723	1.656
-0.91489	0.80851	1.7067
-0.91489	0.82979	1.761
-0.91489	0.85106	1.8189
-0.91489	0.87234	1.8805
-0.91489	0.89362	1.9457
-0.91489	0.91489	2.0145
-0.91489	0.93617	2.0869
-0.91489	0.95745	2.163
-0.91489	0.97872	2.2426
-0.91489	1	2.3259
-0.89362	-1	10.403
-0.89362	-0.97872	10.149
-0.89362	-0.95745	9.8995
-0.89362	-0.93617	9.6532
-0.89362	-0.91489	9.4106
-0.89362	-0.89362	9.1716
-0.89362	-0.87234	8.9362
-0.89362	-0.85106	8.7044
-0.89362	-0.82979	8.4762
-0.89362	-0.80851	8.2517
-0.89362	-0.78723	8.0308
-0.89362	-0.76596	7.8135
-0.89362	-0.74468	7.5998
-0.89362	-0.7234	7.3898
-0.89362	-0.70213	7.1833
-0.89362	-0.68085	6.9805
-0.89362	-0.65957	6.7813
-0.89362	-0.6383	6.5858
-0.89362	-0.61702	6.3938
-0.89362	-0.59574	6.2055
-0.89362	-0.57447	6.0208
-0.89362	-0.55319	5.8397
-0.89362	-0.53191	5.6623
-0.89362	-0.51064	5.4885
-0.89362	-0.48936	5.3182
-0.89362	-0.46809	5.1517
-0.89362	-0.44681	4.9887
-0.89362	-0.42553	4.8293
-0.89362	-0.40426	4.6736
-0.89362	-0.38298	4.5215
-0.89362	-0.3617	4.373
-0.89362	-0.34043	4.2282
-0.89362	-0.31915	4.0869
-0.89362	-0.29787	3.9493
-0.89362	-0.2766	3.8153
-0.89362	-0.25532	3.6849
-0.89362	-0.23404	3.5582
-0.89362	-0.21277	3.435
-0.89362	-0.19149	3.3155
-0.89362	-0.17021	3.1996
-0.89362	-0.14894	3.0874
-0.89362	-0.12766	2.9787
-0.89362	-0.10638	2.8737
-0.89362	-0.085106	2.7723
-0.89362	-0.06383	2.6745
-0.89362	-0.042553	2.5804
-0.89362	-0.021277	2.4898
-0.89362	0	2.4029
-0.89362	0.021277	2.3196
-0.89362	0.042553	2.2399
-0.89362	0.06383	2.1639
-0.89362	0.085106	2.0914
-0.89362	0.10638	2.0226
-0.89362	0.12766	1.9574
-0.89362	0.14894	1.8959
-0.89362	0.17021	1.8379
-0.89362	0.19149	1.7836
-0.89362	0.21277	1.7329
-0.89362	0.23404	1.6858
-0.89362	0.25532	1.6424
-0.89362	0.2766	1.6025
-0.89362	0.29787	1.5663
-0.89362	0.31915	1.5337
-0.89362	0.34043	1.5048
-0.89362	0.3617	1.4794
-0.89362	0.38298	1.4577
-0.89362	0.40426	1.4396
-0.89362	0.42553	1.4251
-0.89362	0.44681	1.4142
-0.89362	0.46809	1.407
-0.89362	0.48936	1.4033
-0.89362	0.51064	1.4033
-0.89362	0.53191	1.407
-0.89362	0.55319	1.4142
-0.89362	0.57447	1.4251
-0.89362	0.59574	1.4396
-0.89362	0.61702	1.4577
-0.89362	0.6383	1.4794
-0.89362	0.65957	1.5048
-0.89362	0.68085	1.5337
-0.89362	0.70213	1.5663
-0.89362	0.7234	1.6025
-0.89362	0.74468	1.6424
-0.89362	0.76596	1.6858
-0.89362	0.78723	1.7329
-0.89362	0.80851	1.7836
-0.89362	0.82979	1.8379
-0.89362	0.85106	1.8959
-0.89362	0.87234	1.9574
-0.89362	0.89362	2.0226
-0.89362	0.91489	2.0914
-0.89362	0.93617	2.1639
-0.89362	0.95745	2.2399
-0.89362	0.97872	2.3196
-0.89362	1	2.4029
-0.87234	-1	10.478
-0.87234	-0.97872	10.225
-0.87234	-0.95745	9.9746
-0.87234	-0.93617	9.7284
-0.87234	-0.91489	9.4857
-0.87234	-0.89362	9.2467
-0.87234	-0.87234	9.0113
-0.87234	-0.85106	8.7795
-0.87234	-0.82979	8.5514
-0.87234	-0.80851	8.3268
-0.87234	-0.78723	8.1059
-0.87234	-0.76596	7.8886
-0.87234	-0.74468	7.675
-0.87234	-0.7234	7.4649
-0.87234	-0.70213	7.2585
-0.87234	-0.68085	7.0557
-0.87234	-0.65957	6.8565
-0.87234	-0.6383	6.6609
-0.87234	-0.61702	6.469
-0.87234	-0.59574	6.2807
-0.87234	-0.57447	6.096
-0.87234	-0.55319	5.9149
-0.87234	-0.53191	5.7374
-0.87234	-0.51064	5.5636
-0.87234	-0.48936	5.3934
-0.87234	-0.46809	5.2268
-0.87234	-0.44681	5.0638
-0.87234	-0.42553	4.9045
-0.87234	-0.40426	4.7488
-0.87234	-0.38298	4.5967
-0.87234	-0.3617	4.4482
-0.87234	-0.34043	4.3033
-0.87234	-0.31915	4.1621
-0.87234	-0.29787	4.0244
-0.87234	-0.2766	3.8904
-0.87234	-0.25532	3.7601
-0.87234	-0.23404	3.6333
-0.87234	-0.21277	3.5102
-0.87234	-0.19149	3.3907
-0.87234	-0.17021	3.2748
-0.87234	-0.14894	3.1625
-0.87234	-0.12766	3.0539
-0.87234	-0.10638	2.9488
-0.87234	-0.085106	2.8474
-0.87234	-0.06383	2.7497
-0.87234	-0.042553	2.6555
-0.87234	-0.021277	2.565
-0.87234	0	2.478
-0.87234	0.021277	2.3947
-0.87234	0.042553	2.3151
-0.87234	0.06383	2.239
-0.87234	0.085106	2.1666
-0.87234	0.10638	2.0978
-0.87234	0.12766	2.0326
-0.87234	0.14894	1.971
-0.87234	0.17021	1.9131
-0.87234	0.19149	1.8588
-0.87234	0.21277	1.8081
-0.87234	0.23404	1.761
-0.87234	0.25532	1.7175
-0.87234	0.2766	1.6777
-0.87234	0.29787	1.6415
-0.87234	0.31915	1.6089
-0.87234	0.34043	1.5799
-0.87234	0.3617	1.5545
-0.87234	0.38298	1.5328
-0.87234	0.40426	1.5147
-0.87234	0.42553	1.5002
-0.87234	0.44681	1.4894
-0.87234	0.46809	1.4821
-0.87234	0.48936	1.4785
-0.87234	0.51064	1.4785
-0.87234	0.53191	1.4821
-0.87234	0.55319	1.4894
-0.87234	0.57447	1.5002
-0.87234	0.59574	1.5147
-0.87234	0.61702	1.5328
-0.87234	0.6383	1.5545
-0.87234	0.65957	1.5799
-0.87234	0.68085	1.6089
-0.87234	0.70213	1.6415
-0.87234	0.7234	1.6777
-0.87234	0.74468	1.7175
-0.87234	0.76596	1.761
-0.87234	0.78723	1.8081
-0.87234	0.80851	1.8588
-0.87234	0.82979	1.9131
-0.87234	0.85106	1.971
-0.87234	0.87234	2.0326
-0.87234	0.89362	2.0978
-0.87234	0.91489	2.1666
-0.87234	0.93617	2.239
-0.87234	0.95745	2.3151
-0.87234	0.97872	2.3947
-0.87234	1	2.478
-0.85106	-1	10.551
-0.85106	-0.97872	10.298
-0.85106	-0.95745	10.048
-0.85106	-0.93617	9.8017
-0.85106	-0.91489	9.5591
-0.85106	-0.89362	9.3201
-0.85106	-0.87234	9.0847
-0.85106	-0.85106	8.8529
-0.85106	-0.82979	8.6247
-0.85106	-0.80851	8.4002
-0.85106	-0.78723	8.1793
-0.85106	-0.76596	7.962
-0.85106	-0.74468	7.7483
-0.85106	-0.7234	7.5383
-0.85106	-0.70213	7.3318
-0.85106	-0.68085	7.129
-0.85106	-0.65957	6.9298
-0.85106	-0.6383	6.7343
-0.85106	-0.61702	6.5423
-0.85106	-0.59574	6.354
-0.85106	-0.57447	6.1693
-0.85106	-0.55319	5.9882
-0.85106	-0.53191	5.8108
-0.85106	-0.51064	5.6369
-0.85106	-0.48936	5.4667
-0.85106	-0.46809	5.3001
-0.85106	-0.44681	5.1372
-0.85106	-0.42553	4.9778
-0.85106	-0.40426	4.8221
-0.85106	-0.38298	4.67
-0.85106	-0.3617	4.5215
-0.85106	-0.34043	4.3766
-0.85106	-0.31915	4.2354
-0.85106	-0.29787	4.0978
-0.85106	-0.2766	3.9638
-0.85106	-0.25532	3.8334
-0.85106	-0.23404	3.7067
-0.85106	-0.21277	3.5835
-0.85106	-0.19149	3.464
-0.85106	-0.17021	3.3481
-0.85106	-0.14894	3.2359
-0.85106	-0.12766	3.1272
-0.85106	-0.10638	3.0222
-0.85106	-0.085106	2.9208
-0.85106	-0.06383	2.823
-0.85106	-0.042553	2.7288
-0.85106	-0.021277	2.6383
-0.85106	0	2.5514
-0.85106	0.021277	2.4681
-0.85106	0.042553	2.3884
-0.85106	0.06383	2.3124
-0.85106	0.085106	2.2399
-0.85106	0.10638	2.1711
-0.85106	0.12766	2.1059
-0.85106	0.14894	2.0444
-0.85106	0.17021	1.9864
-0.85106	0.19149	1.9321
-0.85106	0.21277	1.8814
-0.85106	0.23404	1.8343
-0.85106	0.25532	1.7909
-0.85106	0.2766	1.751
-0.85106	0.29787	1.7148
-0.85106	0.31915	1.6822
-0.85106	0.34043	1.6532
-0.85106	0.3617	1.6279
-0.85106	0.38298	1.6062
-0.85106	0.40426	1.588
-0.85106	0.42553	1.5736
-0.85106	0.44681	1.5627
-0.85106	0.46809	1.5555
-0.85106	0.48936	1.5518
-0.85106	0.51064	1.5518
-0.85106	0.53191	1.5555
-0.85106	0.55319	1.5627
-0.85106	0.57447	1.5736
-0.85106	0.59574	1.588
-0.85106	0.61702	1.6062
-0.85106	0.6383	1.6279
-0.85106	0.65957	1.6532
-0.85106	0.68085	1.6822
-0.85106	0.70213	1.7148
-0.85106	0.7234	1.751
-0.85106	0.74468	1.7909
-0.85106	0.76596	1.8343
-0.85106	0.78723	1.8814
-0.85106	0.80851	1.9321
-0.85106	0.82979	1.9864
-0.85106	0.85106	2.0444
-0.85106	0.87234	2.1059
-0.85106	0.89362	2.1711
-0.85106	0.91489	2.2399
-0.85106	0.93617	2.3124
-0.85106	0.95745	2.3884
-0.85106	0.97872	2.4681
-0.85106	1	2.5514
-0.82979	-1	10.623
-0.82979	-0.97872	10.369
-0.82979	-0.95745	10.12
-0.82979	-0.93617	9.8732
-0.82979	-0.91489	9.6306
-0.82979	-0.89362	9.3916
-0.82979	-0.87234	9.1562
-0.82979	-0.85106	8.9244
-0.82979	-0.82979	8.6962
-0.82979	-0.80851	8.4717
-0.82979	-0.78723	8.2508
-0.82979	-0.76596	8.0335
-0.82979	-0.74468	7.8198
-0.82979	-0.7234	7.6098
-0.82979	-0.70213	7.4033
-0.82979	-0.68085	7.2005
-0.82979	-0.65957	7.0014
-0.82979	-0.6383	6.8058
-0.82979	-0.61702	6.6139
-0.82979	-0.59574	6.4255
-0.82979	-0.57447	6.2408
-0.82979	-0.55319	6.0598
-0.82979	-0.53191	5.8823
-0.82979	-0.51064	5.7085
-0.82979	-0.48936	5.5383
-0.82979	-0.46809	5.3717
-0.82979	-0.44681	5.2087
-0.82979	-0.42553	5.0493
-0.82979	-0.40426	4.8936
-0.82979	-0.38298	4.7415
-0.82979	-0.3617	4.593
-0.82979	-0.34043	4.4482
-0.82979	-0.31915	4.3069
-0.82979	-0.29787	4.1693
-0.82979	-0.2766	4.0353
-0.82979	-0.25532	3.9049
-0.82979	-0.23404	3.7782
-0.82979	-0.21277	3.655
-0.82979	-0.19149	3.5355
-0.82979	-0.17021	3.4196
-0.82979	-0.14894	3.3074
-0.82979	-0.12766	3.1987
-0.82979	-0.10638	3.0937
-0.82979	-0.085106	2.9923
-0.82979	-0.06383	2.8945
-0.82979	-0.042553	2.8004
-0.82979	-0.021277	2.7098
-0.82979	0	2.6229
-0.82979	0.021277	2.5396
-0.82979	0.042553	2.4599
-0.82979	0.06383	2.3839
-0.82979	0.085106	2.3115
-0.82979	0.10638	2.2426
-0.82979	0.12766	2.1775
-0.82979	0.14894	2.1159
-0.82979	0.17021	2.0579
-0.82979	0.19149	2.0036
-0.82979	0.21277	1.9529
-0.82979	0.23404	1.9058
-0.82979	0.25532	1.8624
-0.82979	0.2766	1.8225
-0.82979	0.29787	1.7863
-0.82979	0.31915	1.7537
-0.82979	0.34043	1.7248
-0.82979	0.3617	1.6994
-0.82979	0.38298	1.6777
-0.82979	0.40426	1.6596
-0.82979	0.42553	1.6451
-0.82979	0.44681	1.6342
-0.82979	0.46809	1.627
-0.82979	0.48936	1.6234
-0.82979	0.51064	1.6234
-0.82979	0.53191	1.627
-0.82979	0.55319	1.6342
-0.82979	0.57447	1.6451
-0.82979	0.59574	1.6596
-0.82979	0.61702	1.6777
-0.82979	0.6383	1.6994
-0.82979	0.65957	1.7248
-0.82979	0.68085	1.7537
-0.82979	0.70213	1.7863
-0.82979	0.7234	1.8225
-0.82979	0.74468	1.8624
-0.82979	0.76596	1.9058
-0.82979	0.78723	1.9529
-0.82979	0.80851	2.0036
-0.82979	0.82979	2.0579
-0.82979	0.85106	2.1159
-0.82979	0.87234	2.1775
-0.82979	0.89362	2.2426
-0.82979	0.91489	2.3115
-0.82979	0.93617	2.3839
-0.82979	0.95745	2.4599
-0.82979	0.97872	2.5396
-0.82979	1	2.6229
-0.80851	-1	10.693
-0.80851	-0.97872	10.439
-0.80851	-0.95745	10.189
-0.80851	-0.93617	9.943
-0.80851	-0.91489	9.7003
-0.80851	-0.89362	9.4613
-0.80851	-0.87234	9.2259
-0.80851	-0.85106	8.9941
-0.80851	-0.82979	8.766
-0.80851	-0.80851	8.5414
-0.80851	-0.78723	8.3205
-0.80851	-0.76596	8.1032
-0.80851	-0.74468	7.8895
-0.80851	-0.7234	7.6795
-0.80851	-0.70213	7.4731
-0.80851	-0.68085	7.2703
-0.80851	-0.65957	7.0711
-0.80851	-0.6383	6.8755
-0.80851	-0.61702	6.6836
-0.80851	-0.59574	6.4952
-0.80851	-0.57447	6.3105
-0.80851	-0.55319	6.1295
